80,06.09.2019,ada.reynolds@quigley.net,0435 Hagan Junction,6079,UNPAID
81,19.07.2019,nerdman@gmail.com,30 Jenna Way,3417,PAID
82,20.11.2018,aleuschke@kirlin.com,7 West Alley,11,PAID
83,10.12.2019,goodwin.citlalli@runolfsson.com,4 Trailsway Road,9517,UNPAID
84,21.02.2018,hickle.florencio@borer.com,,9421,PAID
85,03.02.2019,westley.lubowitz@bayer.com,5 Farragut Trail,3995,UNPAID
86,23.05.2018,ada.reynolds@quigley.net,2 Swallow Hill,3645,PAID
87,12.12.2019,dbogan@kessler.info,69 Tennessee Center,5320,PAID
88,27.12.2019,lew.osinski@yahoo.com,3 Delaware Alley,759,PAID
89,04.11.2018,tromp.thora@hessel.com,43 Forest Lane,9976,UNPAID
90,27.09.2018,cyrus.ohara@hoppe.net,,2892,PAID
91,01.05.2018,dbogan@kessler.info,0 Russell Hill,354,PAID
92,12.01.2018,courtney.bergstrom@wisoky.com,82693 Hauk Way,5821,UNPAID
93,15.05.2019,idouglas@hotmail.com,98756 Macpherson Road,7253,PAID
94,18.05.2019,,5 Dunning Terrace,2013,PAID
95,18.01.2019,kennedi30@feest.com,75263 Corscot Drive,4073,PAID
96,17.07.2019,trisha49@nikolaus.com,684 Emmet Way,135,PAID
97,14.03.2018,tromp.thora@hessel.com,5403 Little Fleur Parkway,7554,UNPAID
98,18.09.2019,reichel.francisca@ryan.com,00 Ridgeview Place,2411,UNPAID
99,19.09.2019,trisha49@nikolaus.com,2680 West Pass,8760,PAID
100,13.05.2018,bebert@murphy.net,30191 Swallow Drive,8799,PAID
101,24.06.2019,ada.reynolds@quigley.net,85234 Hoffman Point,6369,PAID
102,17.05.2019,dorothea17@jakubowski.info,5176 Swallow Plaza,157,UNPAID
103,27.04.2018,dorothea17@jakubowski.info,13120 Lyons Court,1110,PAID
104,04.07.2018,melisa85@hotmail.com,5948 Lunder Street,283,PAID
105,01.04.2019,browe@gmail.com,444 Buena Vista Point,5067,PAID
106,04.05.2018,wpollich@gmail.com,56477 Hauk Alley,6377,PAID
107,10.08.2018,anna.mayert@homenick.com,82179 Northfield Center,9847,PAID
108,27.11.2019,hickle.florencio@borer.com,,8178,PAID
109,15.07.2018,kraig91@hane.com,6 Glendale Place,8871,UNPAID
110,03.07.2018,nerdman@gmail.com,1 John Wall Drive,7496,UNPAID
111,19.09.2018,zkrajcik@ortiz.biz,74818 Pankratz Point,1706,PAID
112,15.05.2018,,,8157,UNPAID
113,11.03.2018,nerdman@gmail.com,7 Pine View Circle,4078,PAID
114,07.10.2018,westley.lubowitz@bayer.com,5924 Briar Crest Trail,3801,PAID
115,13.12.2018,olubowitz@stehr.info,0807 Union Point,8191,PAID
116,07.12.2018,haley.verna@smitham.com,58 Canary Avenue,7038,UNPAID
117,21.11.2019,idouglas@hotmail.com,8350 Badeau Circle,5529,UNPAID
118,17.11.2018,schuster.aiden@murray.net,,4037,PAID
119,21.03.2019,,5443 Westend Avenue,3221,UNPAID
120,29.04.2018,reichel.francisca@ryan.com,,7285,PAID
121,13.12.2018,nerdman@gmail.com,9 Arizona Pass,6018,PAID
122,05.12.2018,schuster.aiden@murray.net,3 Grayhawk Junction,9227,UNPAID
123,31.01.2019,dorothea17@jakubowski.info,45 Lunder Pass,3479,UNPAID
124,16.10.2018,wpollich@gmail.com,178 Ludington Circle,2683,UNPAID
125,21.12.2019,melisa85@hotmail.com,15377 Green Ridge Plaza,8302,UNPAID
126,04.09.2019,melisa85@hotmail.com,06 Lerdahl Center,4553,PAID
127,17.03.2018,zruecker@prohaska.com,7 Jenifer Point,3157,PAID
128,08.05.2018,schuster.aiden@murray.net,,6827,PAID
129,11.08.2018,jadon08@gmail.com,003 Clemons Road,1534,UNPAID
130,18.09.2018,cyrus.ohara@hoppe.net,533 Barnett Pass,4373,UNPAID
131,23.02.2019,hschaefer@hotmail.com,,1241,PAID
132,28.10.2018,jadon08@gmail.com,1 Carpenter Way,2095,PAID
133,13.10.2019,anna.mayert@homenick.com,13225 Graedel Trail,4786,PAID
134,06.06.2019,ullrich.christine@smith.com,3310 Comanche Lane,9104,PAID
135,18.02.2019,anna.mayert@homenick.com,4966 Red Cloud Plaza,7435,UNPAID
136,13.09.2018,kennedi30@feest.com,73328 Aberg Trail,3006,PAID
137,03.11.2019,nerdman@gmail.com,78432 Rockefeller Parkway,7065,PAID
138,11.06.2018,hayes.ryann@gmail.com,9196 Mesta Terrace,7116,UNPAID
139,29.10.2019,dbogan@kessler.info,3431 Sherman Circle,1902,UNPAID
140,22.04.2018,elisha.lebsack@yahoo.com,9 Rusk Park,7898,UNPAID
141,05.02.2018,hickle.florencio@borer.com,83346 Arizona Crossing,8548,UNPAID
142,03.06.2019,dbogan@kessler.info,1946 Cardinal Pass,7461,PAID
143,19.07.2018,mikel.marks@gmail.com,5082 Green Plaza,7310,PAID
144,14.04.2019,ada.reynolds@quigley.net,4696 Paget Alley,8667,PAID
145,10.05.2019,iwehner@yahoo.com,13747 Ridgeview Crossing,6499,UNPAID
146,28.12.2018,brandon23@gmail.com,6 Mayer Parkway,4363,PAID
147,28.08.2018,hilario.lesch@willms.org,06 American Ash Drive,5061,PAID
148,01.08.2018,louisa.waters@durgan.org,4 Red Cloud Pass,2219,PAID
149,19.05.2018,,9 Michigan Way,2460,UNPAID
150,31.08.2018,reichel.francisca@ryan.com,,4632,UNPAID
151,27.06.2019,westley.lubowitz@bayer.com,9243 Delladonna Hill,382,PAID
152,09.01.2019,streich.jaida@yahoo.com,436 Gateway Road,9617,PAID
153,24.06.2018,,35 Leroy Street,1196,PAID
154,28.08.2019,,212 Butternut Court,3439,UNPAID
155,22.09.2019,mikel.marks@gmail.com,225 Pierstorff Hill,5756,UNPAID
156,29.08.2018,elisha.lebsack@yahoo.com,18929 3rd Pass,2056,PAID
157,30.09.2018,hilario.lesch@willms.org,48 Scoville Way,5759,PAID
158,28.10.2018,jadon08@gmail.com,,9447,UNPAID
159,04.01.2019,lew.osinski@yahoo.com,41533 Rigney Alley,7494,UNPAID
160,11.02.2019,haley.verna@smitham.com,7 Bunker Hill Lane,9651,UNPAID
161,03.01.2018,lourdes.keebler@gmail.com,00894 Vahlen Avenue,6200,UNPAID
162,05.02.2019,olubowitz@stehr.info,75496 Golf View Hill,380,UNPAID
163,04.05.2019,,24171 Northwestern Lane,4409,UNPAID
164,27.08.2019,yherman@strosin.com,389 Hoard Court,7998,UNPAID
165,22.07.2019,reichel.francisca@ryan.com,,9793,PAID
166,09.06.2018,dbogan@kessler.info,7 Vera Lane,3477,UNPAID
167,21.11.2018,,4699 Prentice Street,8040,PAID
168,01.05.2018,zkrajcik@ortiz.biz,07 Swallow Parkway,9806,UNPAID
169,27.11.2019,anna.mayert@homenick.com,492 Judy Court,629,UNPAID
170,02.02.2018,hickle.florencio@borer.com,2999 Southridge Park,5094,PAID
171,25.12.2018,dorothea17@jakubowski.info,3319 Tennessee Parkway,4831,PAID
172,30.09.2018,browe@gmail.com,33843 Valley Edge Point,7180,UNPAID
173,28.07.2018,trisha49@nikolaus.com,6 Fair Oaks Hill,6136,PAID
174,30.11.2018,rlangosh@hotmail.com,70 Comanche Plaza,7478,PAID
175,01.12.2018,mills.valentina@pfeffer.com,521 Macpherson Trail,3263,PAID
176,18.11.2018,otremblay@hill.org,470 Declaration Street,2252,UNPAID
177,05.08.2018,mills.valentina@pfeffer.com,98 Goodland Plaza,5849,PAID
178,13.07.2018,melisa85@hotmail.com,,1359,PAID
179,28.11.2019,korey.von@hotmail.com,,6294,PAID
180,25.11.2018,cyrus.ohara@hoppe.net,134 Glendale Road,7193,UNPAID
181,01.10.2019,idouglas@hotmail.com,01 Farmco Parkway,9963,UNPAID
182,26.03.2019,qkling@hotmail.com,40 Birchwood Place,6066,UNPAID
183,07.06.2018,wpollich@gmail.com,14807 Arizona Parkway,7767,PAID
184,27.08.2019,louisa.waters@durgan.org,,4752,UNPAID
185,14.06.2019,lew.osinski@yahoo.com,63947 Sullivan Point,4609,UNPAID
186,27.06.2018,kraig91@hane.com,7057 Kennedy Circle,1456,PAID
187,09.06.2019,lourdes.keebler@gmail.com,57408 Merchant Alley,278,UNPAID
188,13.06.2018,aleuschke@kirlin.com,2 Debra Parkway,4349,PAID
189,23.09.2018,carleton16@jakubowski.com,05 Park Meadow Avenue,6382,PAID
190,11.05.2018,hilario.lesch@willms.org,05 Glendale Parkway,8707,UNPAID
191,26.05.2019,reichel.francisca@ryan.com,21036 Atwood Way,4127,UNPAID
192,26.12.2019,carleton16@jakubowski.com,9306 Garrison Court,1378,PAID
193,01.07.2019,wpollich@gmail.com,98 Mallory Road,1641,PAID
194,05.04.2018,tromp.thora@hessel.com,,8266,PAID
195,21.09.2018,bebert@murphy.net,4592 Jackson Way,2407,PAID
196,23.04.2018,,,4421,PAID
197,23.03.2018,louisa.waters@durgan.org,,7248,PAID
198,20.08.2018,haley.verna@smitham.com,61 Lindbergh Circle,1585,UNPAID
199,10.06.2018,haley.verna@smitham.com,7418 Parkside Road,6473,PAID
200,09.04.2018,cyrus.ohara@hoppe.net,57 Hoepker Pass,2472,PAID
201,13.04.2018,aleuschke@kirlin.com,35 Rowland Lane,499,PAID
202,18.03.2018,elisha.lebsack@yahoo.com,1 Prairieview Trail,9590,PAID
203,10.03.2019,hschaefer@hotmail.com,18156 Corscot Circle,6624,UNPAID
204,15.11.2019,reichel.francisca@ryan.com,0 Maple Center,9947,UNPAID
205,28.11.2018,nerdman@gmail.com,69 Iowa Court,5369,PAID
206,10.06.2018,ppurdy@hodkiewicz.com,96 Lake View Way,3497,PAID
207,14.01.2019,aleuschke@kirlin.com,,9581,UNPAID
208,09.01.2019,melisa85@hotmail.com,8803 Caliangt Terrace,2882,UNPAID
209,17.07.2019,korey.von@hotmail.com,6814 Gateway Pass,1279,PAID
210,11.08.2018,rlangosh@hotmail.com,62050 Toban Street,6579,UNPAID
211,06.06.2018,lourdes.keebler@gmail.com,28741 Waubesa Terrace,2224,PAID
212,21.10.2019,zruecker@prohaska.com,6 Kinsman Road,2035,PAID
213,18.10.2018,trisha49@nikolaus.com,917 Dakota Street,5780,PAID
214,20.04.2019,aleuschke@kirlin.com,56515 Sunnyside Center,6654,PAID
215,10.06.2018,reichel.francisca@ryan.com,87 Orin Place,4331,UNPAID
216,04.07.2019,louisa.waters@durgan.org,5 Laurel Avenue,7469,UNPAID
217,24.09.2018,streich.jaida@yahoo.com,39652 Duke Point,7496,UNPAID
218,20.07.2018,wpollich@gmail.com,477 Manitowish Place,9012,UNPAID
219,15.02.2018,idouglas@hotmail.com,50371 Springs Crossing,6967,PAID
220,30.05.2018,mstanton@gmail.com,502 Cottonwood Court,4605,UNPAID
221,16.07.2019,aleuschke@kirlin.com,48 3rd Parkway,5230,UNPAID
222,23.11.2019,,686 Gerald Pass,8671,UNPAID
223,09.01.2019,dorothea17@jakubowski.info,998 Sutherland Park,5651,UNPAID
224,13.10.2018,,7 Garrison Road,785,UNPAID
225,08.02.2019,streich.jaida@yahoo.com,0249 Lindbergh Parkway,6525,UNPAID
226,21.09.2018,mills.valentina@pfeffer.com,2 Luster Way,738,PAID
227,27.06.2018,ceasar.nolan@yahoo.com,,3525,UNPAID
228,09.01.2019,carleton16@jakubowski.com,3 Lakewood Point,7995,PAID
229,27.12.2019,lourdes.keebler@gmail.com,206 Ryan Center,2241,UNPAID
230,20.03.2018,goodwin.citlalli@runolfsson.com,,2028,UNPAID
231,26.12.2019,streich.jaida@yahoo.com,03753 Caliangt Drive,1543,UNPAID
232,04.07.2018,schuster.aiden@murray.net,1192 Heath Center,1416,PAID
233,03.01.2019,haley.verna@smitham.com,91 Westridge Way,2943,PAID
234,02.04.2018,tromp.thora@hessel.com,,3731,UNPAID
235,16.08.2019,tromp.thora@hessel.com,38239 Rowland Street,220,PAID
236,04.02.2018,aleuschke@kirlin.com,45 Bunting Pass,4302,UNPAID
237,23.08.2018,ada.reynolds@quigley.net,89936 Pond Terrace,3833,UNPAID
238,22.02.2018,goodwin.citlalli@runolfsson.com,,6879,PAID
239,12.02.2019,louisa.waters@durgan.org,57 Sugar Lane,909,PAID
240,28.08.2019,mills.valentina@pfeffer.com,19235 Everett Crossing,8327,PAID
241,18.09.2019,kraig91@hane.com,0 Marquette Place,553,PAID
242,14.05.2019,melisa85@hotmail.com,9533 Southridge Court,3109,UNPAID
243,13.01.2019,ppurdy@hodkiewicz.com,,7401,UNPAID
244,22.12.2018,lourdes.keebler@gmail.com,0183 Lerdahl Point,7046,UNPAID
245,02.01.2019,dorothea17@jakubowski.info,74261 Brickson Park Crossing,1001,PAID
246,02.01.2018,zruecker@prohaska.com,33879 Sheridan Way,6339,PAID
247,07.07.2018,zruecker@prohaska.com,1 Springview Place,2327,PAID
248,30.08.2019,carleton16@jakubowski.com,98923 Harper Avenue,4087,PAID
249,29.07.2019,brandon23@gmail.com,2078 East Pass,8334,PAID
250,11.07.2019,,0917 Anderson Avenue,4269,PAID
251,25.12.2018,bebert@murphy.net,71 Waxwing Pass,2438,UNPAID
252,09.09.2019,cyrus.ohara@hoppe.net,025 Portage Court,6796,PAID
253,24.05.2018,ada.reynolds@quigley.net,408 Mandrake Lane,4130,PAID
254,20.03.2019,ullrich.christine@smith.com,7042 Mcbride Drive,8989,PAID
255,20.08.2019,alba.yost@gmail.com,69639 Evergreen Trail,1526,PAID
256,22.01.2018,,4 3rd Drive,8743,UNPAID
257,25.11.2019,ceasar.nolan@yahoo.com,7 Dapin Junction,757,PAID
258,19.02.2019,olubowitz@stehr.info,98 Jackson Plaza,9399,PAID
259,29.08.2019,louisa.waters@durgan.org,633 Lyons Road,434,PAID
260,14.03.2018,elisha.lebsack@yahoo.com,21 Farragut Avenue,922,PAID
261,08.10.2019,zkrajcik@ortiz.biz,19493 Spenser Park,4541,UNPAID
262,07.09.2019,ullrich.christine@smith.com,8 Independence Trail,931,PAID
263,17.06.2019,hayes.ryann@gmail.com,70495 Coleman Point,9624,PAID
264,20.08.2018,haley.verna@smitham.com,80 Rowland Drive,6716,PAID
265,02.05.2018,,79008 Utah Plaza,8022,UNPAID
266,28.10.2018,ada.reynolds@quigley.net,719 Karstens Crossing,3885,UNPAID
267,03.04.2019,korey.von@hotmail.com,3 Helena Crossing,9934,PAID
268,16.06.2019,courtney.bergstrom@wisoky.com,4 Di Loreto Place,2951,PAID
269,18.03.2018,bebert@murphy.net,,8094,UNPAID
270,10.09.2018,dbogan@kessler.info,,3805,PAID
271,24.09.2019,,,3750,UNPAID
272,07.12.2019,olubowitz@stehr.info,3108 Westport Crossing,1469,PAID
273,26.12.2019,kraig91@hane.com,09 Superior Street,9179,PAID
274,13.05.2019,hayes.ryann@gmail.com,43346 Rieder Drive,9722,UNPAID
275,22.11.2018,idouglas@hotmail.com,302 Myrtle Crossing,6435,PAID
276,20.01.2018,kennedi30@feest.com,664 Susan Lane,88,PAID
277,17.05.2018,hayes.ryann@gmail.com,068 Oriole Parkway,1239,UNPAID
278,24.12.2019,hschaefer@hotmail.com,6 Victoria Crossing,2145,UNPAID
279,24.09.2018,nerdman@gmail.com,67167 Buhler Plaza,969,PAID
280,04.08.2019,otremblay@hill.org,17 Riverside Plaza,393,UNPAID
281,28.03.2018,lew.osinski@yahoo.com,25237 Loftsgordon Center,9372,PAID
282,24.09.2018,mikel.marks@gmail.com,76180 Steensland Circle,7943,PAID
283,28.01.2018,nerdman@gmail.com,50551 Nancy Place,2950,PAID
284,11.05.2018,browe@gmail.com,817 Meadow Valley Hill,2607,PAID
285,04.07.2019,kraig91@hane.com,016 Bunting Road,2478,PAID
286,08.10.2019,hilario.lesch@willms.org,7019 Granby Trail,3765,PAID
287,02.08.2019,wpollich@gmail.com,68 Crowley Circle,3180,UNPAID
288,14.11.2018,aleuschke@kirlin.com,2 Mockingbird Parkway,4627,PAID
289,19.07.2018,tromp.thora@hessel.com,737 Oak Place,2435,UNPAID
290,25.10.2018,courtney.bergstrom@wisoky.com,34094 Northport Place,97,UNPAID
291,16.02.2019,olubowitz@stehr.info,247 Macpherson Hill,4001,UNPAID
292,17.11.2019,hschaefer@hotmail.com,5204 Summit Hill,8112,PAID
293,14.06.2018,,15805 Rieder Alley,828,UNPAID
294,01.10.2019,hilario.lesch@willms.org,60 Little Fleur Lane,9441,UNPAID
295,13.11.2019,schuster.aiden@murray.net,9402 Vera Alley,3184,UNPAID
296,30.09.2019,kraig91@hane.com,81401 Oak Valley Lane,1096,UNPAID
297,30.04.2018,wpollich@gmail.com,55201 Service Court,324,UNPAID
298,09.12.2018,olubowitz@stehr.info,,8867,PAID
299,09.06.2019,lew.osinski@yahoo.com,3058 Granby Trail,2910,PAID
300,18.10.2018,kennedi30@feest.com,821 Loomis Way,6544,UNPAID
301,13.12.2019,mills.valentina@pfeffer.com,728 Morning Point,4113,PAID
302,14.07.2018,dorothea17@jakubowski.info,8398 Northwestern Street,1203,PAID
303,20.10.2019,louisa.waters@durgan.org,95 Iowa Way,5499,UNPAID
304,04.03.2018,korey.von@hotmail.com,839 Cherokee Junction,8050,PAID
305,07.08.2019,,3 Manley Terrace,2271,PAID
306,19.10.2019,mikel.marks@gmail.com,2402 Gerald Crossing,6704,UNPAID
307,23.02.2018,browe@gmail.com,,5416,UNPAID
308,31.03.2019,kennedi30@feest.com,60379 Barnett Trail,8512,PAID
309,09.02.2019,mstanton@gmail.com,,9138,PAID
310,11.11.2019,hschaefer@hotmail.com,6579 Susan Crossing,6391,PAID
311,10.01.2019,brandon23@gmail.com,66 Gale Plaza,8332,UNPAID
312,20.08.2019,nerdman@gmail.com,49 1st Point,2048,UNPAID
313,02.10.2019,hickle.florencio@borer.com,05008 Nova Hill,1240,UNPAID
314,31.01.2019,qkling@hotmail.com,86125 Buell Place,2356,UNPAID
315,30.06.2018,,983 Oak Valley Avenue,1171,UNPAID
316,17.04.2018,courtney.bergstrom@wisoky.com,3450 Schurz Way,8673,UNPAID
317,26.11.2019,mikel.marks@gmail.com,59230 Kipling Avenue,518,UNPAID
318,27.10.2019,zruecker@prohaska.com,5184 Vahlen Way,9301,PAID
319,10.09.2018,,,4653,PAID
320,10.01.2018,goodwin.citlalli@runolfsson.com,1486 Graedel Parkway,8947,UNPAID
321,28.08.2018,anna.mayert@homenick.com,08577 Becker Park,5425,UNPAID
322,01.07.2018,rlangosh@hotmail.com,,4964,UNPAID
323,07.02.2019,yherman@strosin.com,,8553,UNPAID
324,25.07.2018,zruecker@prohaska.com,15496 Summit Crossing,5488,UNPAID
325,28.01.2019,hilario.lesch@willms.org,102 Colorado Alley,7151,PAID
326,14.08.2018,,0 Monterey Road,3886,UNPAID
327,08.10.2018,zkrajcik@ortiz.biz,0256 Kensington Plaza,511,PAID
328,19.07.2018,nerdman@gmail.com,,451,UNPAID
329,05.04.2018,ppurdy@hodkiewicz.com,7835 Lerdahl Crossing,368,UNPAID
330,14.07.2018,,507 Northridge Crossing,6676,PAID
331,07.04.2019,aleuschke@kirlin.com,2556 Mariners Cove Avenue,1478,UNPAID
332,05.11.2018,browe@gmail.com,7635 Starling Road,1622,UNPAID
333,25.04.2019,mstanton@gmail.com,813 Cody Drive,9646,UNPAID
334,04.01.2019,anna.mayert@homenick.com,12776 Lake View Circle,1381,UNPAID
335,28.06.2019,melisa85@hotmail.com,204 Northport Drive,4779,UNPAID
336,04.10.2018,aleuschke@kirlin.com,4 Myrtle Way,8965,PAID
337,06.09.2018,streich.jaida@yahoo.com,9453 Manitowish Drive,2110,UNPAID
338,24.08.2018,nerdman@gmail.com,965 Dunning Crossing,1263,PAID
339,23.08.2018,cyrus.ohara@hoppe.net,22 Prairie Rose Street,653,PAID
340,22.12.2018,courtney.bergstrom@wisoky.com,3273 Grover Trail,5349,UNPAID
341,11.05.2018,mikel.marks@gmail.com,1865 Blaine Court,7784,UNPAID
342,26.04.2019,trisha49@nikolaus.com,9 Rusk Way,455,UNPAID
343,19.04.2018,kennedi30@feest.com,6383 Brentwood Plaza,3149,UNPAID
344,04.06.2019,hickle.florencio@borer.com,68 Ronald Regan Drive,2799,PAID
345,13.08.2018,kraig91@hane.com,4435 Meadow Valley Avenue,3132,PAID
346,22.12.2019,courtney.bergstrom@wisoky.com,,9343,PAID
347,13.08.2019,alba.yost@gmail.com,063 Randy Drive,7628,UNPAID
348,23.03.2018,rlangosh@hotmail.com,27 Calypso Circle,1448,PAID
349,28.09.2018,,65 Katie Plaza,4062,UNPAID
350,15.01.2018,wpollich@gmail.com,,8316,UNPAID
351,08.11.2019,korey.von@hotmail.com,89152 Merchant Pass,165,UNPAID
352,02.05.2018,carleton16@jakubowski.com,0 Fieldstone Terrace,5681,UNPAID
353,30.08.2019,idouglas@hotmail.com,89875 Shopko Pass,3584,PAID
354,13.10.2018,hayes.ryann@gmail.com,328 Nova Center,562,PAID
355,07.05.2019,,642 Monterey Junction,6371,PAID
356,22.10.2019,mills.valentina@pfeffer.com,064 Declaration Road,2247,PAID
357,24.11.2019,westley.lubowitz@bayer.com,,1955,UNPAID
358,26.09.2019,streich.jaida@yahoo.com,02 Schiller Center,988,UNPAID
359,07.09.2018,anna.mayert@homenick.com,25 Ohio Trail,555,UNPAID
360,19.12.2018,courtney.bergstrom@wisoky.com,27258 Rigney Center,6729,PAID
361,26.11.2018,tromp.thora@hessel.com,4351 Rowland Hill,989,UNPAID
362,01.05.2018,reichel.francisca@ryan.com,20021 Valley Edge Crossing,5413,PAID
363,31.03.2018,trisha49@nikolaus.com,,3257,UNPAID
364,28.06.2018,hschaefer@hotmail.com,2870 Acker Way,9487,PAID
365,03.02.2018,mikel.marks@gmail.com,4 Village Green Way,2810,PAID
366,27.03.2018,lourdes.keebler@gmail.com,55677 Sullivan Circle,8573,PAID
